tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2000-96,Sydney Olympics,Hard,64,A,9/18/2000,62,102338,5,,Yevgeny Kafelnikov,R,190,RUS,26.5,103324,,,Arnaud Di Pasquale,R,185,FRA,21.6,6-4 6-4,3,SF,,,,,,,,,,,,,,,,,,,,8,2313,62,663
2000-96,Sydney Olympics,Hard,64,A,9/18/2000,63,102338,5,,Yevgeny Kafelnikov,R,190,RUS,26.5,103163,,,Tommy Haas,R,188,GER,22.4,7-6(4) 3-6 6-2 4-6 6-3,5,F,,,,,,,,,,,,,,,,,,,,8,2313,48,814
2000-96,Sydney Olympics,Hard,64,A,9/18/2000,99,103324,,,Arnaud Di Pasquale,R,185,FRA,21.6,103819,,,Roger Federer,R,185,SUI,19.1,7-6(5) 6-7(7) 6-3,3,BR,,,,,,,,,,,,,,,,,,,,62,663,36,933
2000-D001,Davis Cup WG QF: USA vs CZE,Carpet,4,D,4/7/2000,1,102562,,,Jiri Novak,R,190,CZE,25,101948,,,Pete Sampras,R,185,USA,28.6,7-6(1) 6-3 6-2,5,RR,,,,,,,,,,,,,,,,,,,,39,867,2,3334
2000-D001,Davis Cup WG QF: USA vs CZE,Carpet,4,D,4/7/2000,2,101736,,,Andre Agassi,R,180,USA,29.9,101792,,,Slava Dosedel,R,183,CZE,29.6,6-3 6-3 6-3,5,RR,,,,,,,,,,,,,,,,,,,,1,5208,48,771
2000-D001,Davis Cup WG QF: USA vs CZE,Carpet,4,D,4/7/2000,4,101736,,,Andre Agassi,R,180,USA,29.9,102562,,,Jiri Novak,R,190,CZE,25,6-3 6-3 6-1,5,RR,,,,,,,,,,,,,,,,,,,,1,5208,39,867
2000-D001,Davis Cup WG QF: USA vs CZE,Carpet,4,D,4/7/2000,5,101948,,,Pete Sampras,R,185,USA,28.6,101792,,,Slava Dosedel,R,183,CZE,29.6,6-4 6-4 7-6(2),5,RR,,,,,,,,,,,,,,,,,,,,2,3334,48,771
2000-D002,Davis Cup WG QF: ESP vs RUS,Clay,4,D,4/7/2000,1,102374,,,Alex Corretja,R,180,ESP,25.9,103498,,,Marat Safin,R,193,RUS,20.1,6-4 6-3 5-7 6-1,5,RR,,,,,,,,,,,,,,,,,,,,13,1506,34,928
2000-D002,Davis Cup WG QF: ESP vs RUS,Clay,4,D,4/7/2000,2,103507,,,Juan Carlos Ferrero,R,183,ESP,20.1,102338,,,Yevgeny Kafelnikov,R,190,RUS,26.1,6-2 6-2 6-2,5,RR,,,,,,,,,,,,,,,,,,,,29,1032,3,2831
2000-D002,Davis Cup WG QF: ESP vs RUS,Clay,4,D,4/7/2000,4,102610,,,Albert Costa,R,180,ESP,24.7,102338,,,Yevgeny Kafelnikov,R,190,RUS,26.1,6-0 6-3 6-0,5,RR,,,,,,,,,,,,,,,,,,,,14,1444,3,2831
2000-D002,Davis Cup WG QF: ESP vs RUS,Clay,4,D,4/7/2000,5,103507,,,Juan Carlos Ferrero,R,183,ESP,20.1,103498,,,Marat Safin,R,193,RUS,20.1,6-0 6-3,3,RR,,,,,,,,,,,,,,,,,,,,29,1032,34,928
2000-D003,Davis Cup WG QF: BRA vs SVK,Clay,4,D,4/7/2000,1,103103,,,Dominik Hrbaty,R,183,SVK,22.2,101897,,,Fernando Meligeni,L,180,BRA,28.9,6-1 7-5 6-2,5,RR,,,,,,,,,,,,,,,,,,,,25,1080,27,1041
2000-D003,Davis Cup WG QF: BRA vs SVK,Clay,4,D,4/7/2000,2,102856,,,Gustavo Kuerten,R,190,BRA,23.5,102344,,,Karol Kucera,R,188,SVK,26,2-6 6-3 4-6 7-5 6-1,5,RR,,,,,,,,,,,,,,,,,,,,4,2472,41,834
2000-D003,Davis Cup WG QF: BRA vs SVK,Clay,4,D,4/7/2000,4,103103,,,Dominik Hrbaty,R,183,SVK,22.2,102856,,,Gustavo Kuerten,R,190,BRA,23.5,7-5 6-4 7-6(5),5,RR,,,,,,,,,,,,,,,,,,,,25,1080,4,2472
2000-D003,Davis Cup WG QF: BRA vs SVK,Clay,4,D,4/7/2000,5,101897,,,Fernando Meligeni,L,180,BRA,28.9,102344,,,Karol Kucera,R,188,SVK,26,5-7 7-6(6) 6-2 6-4,5,RR,,,,,,,,,,,,,,,,,,,,27,1041,41,834
2000-D004,Davis Cup WG QF: AUS vs GER,Grass,4,D,4/7/2000,1,103720,,,Lleyton Hewitt,R,180,AUS,19.1,102306,,,Michael Kohlmann,R,188,GER,26.2,6-1 6-1 6-2,5,RR,,,,,,,,,,,,,,,,,,,,11,1670,158,240
2000-D004,Davis Cup WG QF: AUS vs GER,Grass,4,D,4/7/2000,2,101885,,,Wayne Arthurs,L,190,AUS,29,102184,,,David Prinosil,R,185,GER,27,7-6(4) 3-6 7-6(3) 6-7(7) 11-9,5,RR,,,,,,,,,,,,,,,,,,,,102,398,93,442
2000-D004,Davis Cup WG QF: AUS vs GER,Grass,4,D,4/7/2000,4,102783,,,Rainer Schuettler,R,180,GER,23.9,103720,,,Lleyton Hewitt,R,180,AUS,19.1,2-6 6-3 6-4,3,RR,,,,,,,,,,,,,,,,,,,,61,699,11,1670
2000-D004,Davis Cup WG QF: AUS vs GER,Grass,4,D,4/7/2000,5,102306,,,Michael Kohlmann,R,188,GER,26.2,101885,,,Wayne Arthurs,L,190,AUS,29,7-5 7-6(5),3,RR,,,,,,,,,,,,,,,,,,,,158,240,102,398
2000-D005,Davis Cup G2 SF: VEN vs PAR,Hard,4,D,4/7/2000,1,102655,,,Jimy Szymanski,R,175,VEN,24.5,103205,,,Emilio Daniel Baez Britez,R,,PAR,21.8,6-2 6-1 6-2,5,RR,,,,,,,,,,,,,,,,,,,,172,216,1135,3
2000-D005,Davis Cup G2 SF: VEN vs PAR,Hard,4,D,4/7/2000,2,103739,,,Jose De Armas,R,,VEN,19,102830,,,Paulo Carvallo,R,,PAR,23.7,7-6(5) 7-5 6-3,5,RR,,,,,,,,,,,,,,,,,,,,380,68,480,48
2000-D005,Davis Cup G2 SF: VEN vs PAR,Hard,4,D,4/7/2000,4,103286,,,Yohny Romero,R,,VEN,21.3,102830,,,Paulo Carvallo,R,,PAR,23.7,6-3 2-6 6-3,3,RR,,,,,,,,,,,,,,,,,,,,610,25,480,48
2000-D005,Davis Cup G2 SF: VEN vs PAR,Hard,4,D,4/7/2000,5,104243,,,Oscar Posada,R,,VEN,16.5,103205,,,Emilio Daniel Baez Britez,R,,PAR,21.8,6-1 6-4,3,RR,,,,,,,,,,,,,,,,,,,,,,1135,3
2000-D006,Davis Cup G2 SF: GUA vs MEX,Hard,4,D,4/7/2000,1,103060,,,Alejandro Hernandez,R,180,MEX,22.5,108582,,,Luis Perez Chete,U,,GUA,29.4,6-2 6-3 5-7 6-2,5,RR,,,,,,,,,,,,,,,,,,,,226,154,,
2000-D006,Davis Cup G2 SF: GUA vs MEX,Hard,4,D,4/7/2000,2,102036,,,Marco Osorio,R,,MEX,28,101840,,,Jacobo Chavez,R,,GUA,29.2,7-5 6-3 6-4,5,RR,,,,,,,,,,,,,,,,,,,,538,36,1085,3
2000-D006,Davis Cup G2 SF: GUA vs MEX,Hard,4,D,4/7/2000,4,103060,,,Alejandro Hernandez,R,180,MEX,22.5,108583,,,Daniel Chavez Morales,U,,GUA,34.1,6-3 6-4,3,RR,,,,,,,,,,,,,,,,,,,,226,154,,
2000-D006,Davis Cup G2 SF: GUA vs MEX,Hard,4,D,4/7/2000,5,102036,,,Marco Osorio,R,,MEX,28,108584,,,Alexander Vasquez,U,,GUA,23.5,6-2 6-3,3,RR,,,,,,,,,,,,,,,,,,,,538,36,,
2000-D007,Davis Cup G1 SF: CHI vs ARG,Hard,4,D,4/7/2000,1,102701,,,Marcelo Rios,L,175,CHI,24.2,102024,,,Hernan Gumy,R,188,ARG,28,6-4 6-3 4-6 6-1,5,RR,,,,,,,,,,,,,,,,,,,,8,1887,71,574
2000-D007,Davis Cup G1 SF: CHI vs ARG,Hard,4,D,4/7/2000,2,103454,,,Nicolas Massu,R,183,CHI,20.4,103151,,,Mariano Zabaleta,R,183,ARG,22,5-7 6-2 6-7(1) 1-3 Default,5,RR,,,,,,,,,,,,,,,,,,,,90,447,21,1137
2000-D007,Davis Cup G1 SF: CHI vs ARG,Hard,4,D,4/7/2000,4,102701,,,Marcelo Rios,L,175,CHI,24.2,103151,,,Mariano Zabaleta,R,183,ARG,22,W/O,5,RR,,,,,,,,,,,,,,,,,,,,8,1887,21,1137
2000-D007,Davis Cup G1 SF: CHI vs ARG,Hard,4,D,4/7/2000,5,103454,,,Nicolas Massu,R,183,CHI,20.4,102024,,,Hernan Gumy,R,188,ARG,28,W/O,5,RR,,,,,,,,,,,,,,,,,,,,90,447,71,574
2000-D008,Davis Cup G1 SF: PER vs ECU,Clay,4,D,4/6/2000,1,103632,,,Luis Horna,R,180,PER,19.5,104117,,,Giovanni Lapentti,R,193,ECU,17.1,2-6 6-3 6-4 6-1,5,RR,,,,,,,,,,,,,,,,,,,,188,195,989,5
2000-D008,Davis Cup G1 SF: PER vs ECU,Clay,4,D,4/6/2000,2,102839,,,Nicolas Lapentti,R,188,ECU,23.6,103525,,,Ivan Miranda,R,175,PER,20,6-1 6-2 6-2,5,RR,,,,,,,,,,,,,,,,,,,,7,1945,744,14
2000-D008,Davis Cup G1 SF: PER vs ECU,Clay,4,D,4/6/2000,4,102839,,,Nicolas Lapentti,R,188,ECU,23.6,103632,,,Luis Horna,R,180,PER,19.5,4-6 6-2 7-5 6-7(2) 6-3,5,RR,,,,,,,,,,,,,,,,,,,,7,1945,188,195
2000-D008,Davis Cup G1 SF: PER vs ECU,Clay,4,D,4/6/2000,5,102192,,,Luis Adrian Morejon,R,178,ECU,27,108585,,,Americo Venero Montes,L,175,PER,28.1,6-3 3-6 6-2 6-1,5,RR,,,,,,,,,,,,,,,,,,,,278,111,,
2000-D009,Davis Cup G1 SF: UZB vs NZL,Hard,4,D,4/7/2000,1,102957,,,Vadim Kutsenko,R,180,RUS,23,103066,,,Mark Nielsen,R,185,NZL,22.4,7-6(3) 6-3 6-2,5,RR,,,,,,,,,,,,,,,,,,,,168,219,216,159
2000-D009,Davis Cup G1 SF: UZB vs NZL,Hard,4,D,4/7/2000,2,102087,,,Oleg Ogorodov,R,193,UZB,27.7,102131,,,Alistair Hunt,R,190,NZL,27.3,7-6(2) 6-2 6-7(4) 7-5,5,RR,,,,,,,,,,,,,,,,,,,,153,246,774,12
2000-D009,Davis Cup G1 SF: UZB vs NZL,Hard,4,D,4/7/2000,4,103066,,,Mark Nielsen,R,185,NZL,22.4,102087,,,Oleg Ogorodov,R,193,UZB,27.7,6-2 1-6 7-5,3,RR,,,,,,,,,,,,,,,,,,,,216,159,153,246
2000-D009,Davis Cup G1 SF: UZB vs NZL,Hard,4,D,4/7/2000,5,103439,,,Dimitri Mazur,R,,UZB,20.5,102536,,,James Greenhalgh,R,183,NZL,25.1,7-6(2) 6-4,3,RR,,,,,,,,,,,,,,,,,,,,691,18,766,12
2000-D010,Davis Cup G1 SF: IND vs KOR,Grass,4,D,4/7/2000,1,102233,,,Leander Paes,R,178,IND,26.7,102263,,,Yong Il Yoon,R,175,KOR,26.5,6-4 6-2 6-3,5,RR,,,,,,,,,,,,,,,,,,,,116,343,291,102
2000-D010,Davis Cup G1 SF: IND vs KOR,Grass,4,D,4/7/2000,2,102703,,,Hyung Taik Lee,R,180,KOR,24.2,102467,,,Fazaluddin Syed,R,,IND,25.4,6-4 7-5 6-2,5,RR,,,,,,,,,,,,,,,,,,,,215,159,436,57
2000-D010,Davis Cup G1 SF: IND vs KOR,Grass,4,D,4/7/2000,4,102233,,,Leander Paes,R,178,IND,26.7,102703,,,Hyung Taik Lee,R,180,KOR,24.2,6-1 3-6 7-6(3) 6-4,5,RR,,,,,,,,,,,,,,,,,,,,116,343,215,159
2000-D010,Davis Cup G1 SF: IND vs KOR,Grass,4,D,4/7/2000,5,102467,,,Fazaluddin Syed,R,,IND,25.4,103377,,,Seung Hoon Lee,R,,KOR,20.8,6-0 6-7(2) 6-2,3,RR,,,,,,,,,,,,,,,,,,,,436,57,1312,1
2000-D011,Davis Cup G1 QF: FIN vs SWE,Hard,4,D,4/7/2000,1,102796,,,Magnus Norman,R,188,SWE,23.8,102395,,,Ville Liukko,R,173,FIN,25.8,6-3 4-6 6-1 7-6(7),5,RR,,,,,,,,,,,,,,,,,,,,5,2274,203,175
2000-D011,Davis Cup G1 QF: FIN vs SWE,Hard,4,D,4/7/2000,2,102538,,,Tuomas Ketola,R,185,FIN,25.1,102025,,,Mikael Tillstrom,R,185,SWE,28,6-3 3-6 4-6 6-4 6-3,5,RR,,,,,,,,,,,,,,,,,,,,147,258,68,637
2000-D011,Davis Cup G1 QF: FIN vs SWE,Hard,4,D,4/7/2000,4,102796,,,Magnus Norman,R,188,SWE,23.8,102538,,,Tuomas Ketola,R,185,FIN,25.1,6-2 6-4 6-1,5,RR,,,,,,,,,,,,,,,,,,,,5,2274,147,258
2000-D011,Davis Cup G1 QF: FIN vs SWE,Hard,4,D,4/7/2000,5,103813,,,Jarkko Nieminen,L,185,FIN,18.6,102025,,,Mikael Tillstrom,R,185,SWE,28,6-1 6-4,3,RR,,,,,,,,,,,,,,,,,,,,509,42,68,637
2000-D012,Davis Cup G1 QF: ROU vs HUN,Carpet,4,D,4/7/2000,1,102318,,,Andrei Pavel,R,183,ROU,26.1,102737,,,Gergely Kisgyorgy,R,,HUN,24,6-2 7-6(5) 5-7 6-7(8) 6-2,5,RR,,,,,,,,,,,,,,,,,,,,65,655,324,88
2000-D012,Davis Cup G1 QF: ROU vs HUN,Carpet,4,D,4/7/2000,2,102722,,,Attila Savolt,R,183,HUN,24.1,103009,,,Razvan Sabau,R,185,ROU,22.7,6-4 6-3 6-2,5,RR,,,,,,,,,,,,,,,,,,,,151,250,221,157
2000-D012,Davis Cup G1 QF: ROU vs HUN,Carpet,4,D,4/7/2000,4,102318,,,Andrei Pavel,R,183,ROU,26.1,102722,,,Attila Savolt,R,183,HUN,24.1,6-4 1-6 6-4 6-2,5,RR,,,,,,,,,,,,,,,,,,,,65,655,151,250
2000-D012,Davis Cup G1 QF: ROU vs HUN,Carpet,4,D,4/7/2000,5,102375,,,Dinu Pescariu,R,185,ROU,25.9,102737,,,Gergely Kisgyorgy,R,,HUN,24,6-3 7-5 6-7(3) 6-4,5,RR,,,,,,,,,,,,,,,,,,,,187,197,324,88
2000-D013,Davis Cup G1 QF: BLR vs RSA,Carpet,4,D,4/7/2000,1,103166,,,Vladimir Voltchkov,R,180,BLR,21.9,102524,,,Neville Godwin,R,173,RSA,25.1,6-2 7-6(2) 7-5,5,RR,,,,,,,,,,,,,,,,,,,,192,190,186,198
2000-D013,Davis Cup G1 QF: BLR vs RSA,Carpet,4,D,4/7/2000,2,103018,,,Max Mirnyi,R,196,BLR,22.7,102979,,,Jeff Coetzee,R,173,RSA,22.9,6-3 6-2 6-4,5,RR,,,,,,,,,,,,,,,,,,,,55,724,209,164
2000-D013,Davis Cup G1 QF: BLR vs RSA,Carpet,4,D,4/7/2000,4,103018,,,Max Mirnyi,R,196,BLR,22.7,102524,,,Neville Godwin,R,173,RSA,25.1,6-4 6-3 6-4,5,RR,,,,,,,,,,,,,,,,,,,,55,724,186,198
2000-D013,Davis Cup G1 QF: BLR vs RSA,Carpet,4,D,4/7/2000,5,103166,,,Vladimir Voltchkov,R,180,BLR,21.9,102979,,,Jeff Coetzee,R,173,RSA,22.9,6-1 6-2,3,RR,,,,,,,,,,,,,,,,,,,,192,190,209,164
2000-D014,Davis Cup G1 QF: MAR vs UKR,Clay,4,D,4/7/2000,1,102446,,,Andrei Medvedev,R,193,UKR,25.5,102271,,,Hicham Arazi,L,175,MAR,26.4,6-4 1-6 6-2 3-6 7-5,5,RR,,,,,,,,,,,,,,,,,,,,33,943,28,1040
2000-D014,Davis Cup G1 QF: MAR vs UKR,Clay,4,D,4/7/2000,2,101962,,,Younes El Aynaoui,R,193,MAR,28.5,104000,,,Andrey Dernovskiy,U,,UKR,17.8,6-2 6-2 6-3,5,RR,,,,,,,,,,,,,,,,,,,,18,1319,1213,2
2000-D014,Davis Cup G1 QF: MAR vs UKR,Clay,4,D,4/7/2000,4,102446,,,Andrei Medvedev,R,193,UKR,25.5,101962,,,Younes El Aynaoui,R,193,MAR,28.5,7-5 7-5 6-2,5,RR,,,,,,,,,,,,,,,,,,,,33,943,18,1319
2000-D014,Davis Cup G1 QF: MAR vs UKR,Clay,4,D,4/7/2000,5,102271,,,Hicham Arazi,L,175,MAR,26.4,103824,,,Orest Tereshchuk,R,,UKR,18.6,6-4 6-0 6-1,5,RR,,,,,,,,,,,,,,,,,,,,28,1040,908,7
2000-D015,Davis Cup WG SF: ESP vs USA,Clay,4,D,7/21/2000,1,102610,,,Albert Costa,R,180,ESP,25,101774,,,Todd Martin,R,198,USA,30,6-4 6-4 6-4,5,RR,,,,,,,,,,,,,,,,,,,,16,1409,29,1017
2000-D015,Davis Cup WG SF: ESP vs USA,Clay,4,D,7/21/2000,2,102374,,,Alex Corretja,R,180,ESP,26.2,102998,,,Jan Michael Gambill,R,190,USA,23.1,1-6 6-3 6-4 6-4,5,RR,,,,,,,,,,,,,,,,,,,,7,2038,37,921
2000-D015,Davis Cup WG SF: ESP vs USA,Clay,4,D,7/21/2000,4,103507,,,Juan Carlos Ferrero,R,183,ESP,20.4,102434,,,Vincent Spadea,R,183,USA,25.9,4-6 6-1 6-4,3,RR,,,,,,,,,,,,,,,,,,,,13,1617,66,645
2000-D015,Davis Cup WG SF: ESP vs USA,Clay,4,D,7/21/2000,5,102607,,,Juan Balcells,R,190,ESP,25,102998,,,Jan Michael Gambill,R,190,USA,23.1,1-6 7-6(2) 6-4,3,RR,,,,,,,,,,,,,,,,,,,,110,360,37,921
2000-D016,Davis Cup WG SF: AUS vs BRA,Grass,4,D,7/14/2000,1,102158,,,Patrick Rafter,R,185,AUS,27.5,102856,,,Gustavo Kuerten,R,190,BRA,23.8,6-3 6-2 6-3,5,RR,,,,,,,,,,,,,,,,,,,,14,1496,4,3118
2000-D016,Davis Cup WG SF: AUS vs BRA,Grass,4,D,7/14/2000,2,103720,,,Lleyton Hewitt,R,180,AUS,19.3,101897,,,Fernando Meligeni,L,180,BRA,29.2,6-4 6-2 6-3,5,RR,,,,,,,,,,,,,,,,,,,,8,1974,98,399
2000-D016,Davis Cup WG SF: AUS vs BRA,Grass,4,D,7/14/2000,4,103720,,,Lleyton Hewitt,R,180,AUS,19.3,102987,,,Andre Sa,R,185,BRA,23.1,6-4 6-1,3,RR,,,,,,,,,,,,,,,,,,,,8,1974,89,462
2000-D016,Davis Cup WG SF: AUS vs BRA,Grass,4,D,7/14/2000,5,102158,,,Patrick Rafter,R,185,AUS,27.5,101897,,,Fernando Meligeni,L,180,BRA,29.2,6-3 6-4,3,RR,,,,,,,,,,,,,,,,,,,,14,1496,98,399
2000-D017,Davis Cup G1 PO: CHN vs THA,Hard,4,D,4/7/2000,1,103387,,,Paradorn Srichaphan,R,185,THA,20.8,102772,,,Yu Zhang,R,,CHN,23.9,6-3 6-2 6-1,5,RR,,,,,,,,,,,,,,,,,,,,98,417,,
2000-D017,Davis Cup G1 PO: CHN vs THA,Hard,4,D,4/7/2000,2,103337,,,Ben Qiang Zhu,R,,CHN,21,103821,,,Danai Udomchoke,R,173,THA,18.6,7-6(5) 6-2 6-0,5,RR,,,,,,,,,,,,,,,,,,,,589,27,269,116
2000-D017,Davis Cup G1 PO: CHN vs THA,Hard,4,D,4/7/2000,4,103387,,,Paradorn Srichaphan,R,185,THA,20.8,103337,,,Ben Qiang Zhu,R,,CHN,21,7-5 6-3 6-4,5,RR,,,,,,,,,,,,,,,,,,,,98,417,589,27
2000-D017,Davis Cup G1 PO: CHN vs THA,Hard,4,D,4/7/2000,5,103821,,,Danai Udomchoke,R,173,THA,18.6,102772,,,Yu Zhang,R,,CHN,23.9,6-2 6-4,3,RR,,,,,,,,,,,,,,,,,,,,269,116,,
2000-D018,Davis Cup G1 PO: JPN vs LIB,Carpet,4,D,4/7/2000,1,102982,,,Yaoki Ishii,R,,JPN,22.9,102812,,,Jicham Zaatini,R,,LIB,23.7,6-4 6-3 6-3,5,RR,,,,,,,,,,,,,,,,,,,,254,131,573,29
2000-D018,Davis Cup G1 PO: JPN vs LIB,Carpet,4,D,4/7/2000,2,102300,,,Gouichi Motomura,R,173,JPN,26.2,102448,,,Ali Hamadeh,R,,LIB,25.5,6-3 6-3 6-1,5,RR,,,,,,,,,,,,,,,,,,,,143,274,,
2000-D018,Davis Cup G1 PO: JPN vs LIB,Carpet,4,D,4/7/2000,4,102300,,,Gouichi Motomura,R,173,JPN,26.2,102812,,,Jicham Zaatini,R,,LIB,23.7,6-1 5-7 6-4 6-4,5,RR,,,,,,,,,,,,,,,,,,,,143,274,573,29
2000-D018,Davis Cup G1 PO: JPN vs LIB,Carpet,4,D,4/7/2000,5,102982,,,Yaoki Ishii,R,,JPN,22.9,102448,,,Ali Hamadeh,R,,LIB,25.5,6-2 6-4,3,RR,,,,,,,,,,,,,,,,,,,,254,131,,
2000-D019,Davis Cup G1 PO: LIB vs CHN,Hard,4,D,10/6/2000,1,117348,,,Y Wang,U,,CHN,,102448,,,Ali Hamadeh,R,,LIB,26,2-6 6-3 6-3 7-5,5,RR,,,,,,,,,,,,,,,,,,,,,,,
2000-D019,Davis Cup G1 PO: LIB vs CHN,Hard,4,D,10/6/2000,2,103337,,,Ben Qiang Zhu,R,,CHN,21.5,102448,,,Ali Hamadeh,R,,LIB,26,4-6 6-4 6-3 6-4,5,RR,,,,,,,,,,,,,,,,,,,,427,55,,
2000-D019,Davis Cup G1 PO: LIB vs CHN,Hard,4,D,10/6/2000,4,103337,,,Ben Qiang Zhu,R,,CHN,21.5,102812,,,Jicham Zaatini,R,,LIB,24.2,4-6 6-3 6-4 6-4,5,RR,,,,,,,,,,,,,,,,,,,,427,55,730,15
2000-D019,Davis Cup G1 PO: LIB vs CHN,Hard,4,D,10/6/2000,5,102448,,,Ali Hamadeh,R,,LIB,26,102772,,,Yu Zhang,R,,CHN,24.4,7-6(6) 7-5,3,RR,,,,,,,,,,,,,,,,,,,,,,995,5
2000-D020,Davis Cup G2 PO: URU vs ESA,Clay,4,D,4/7/2000,1,102647,,,Alberto Brause,R,,URU,24.6,101825,,,Manuel Tejada,R,,ESA,29.3,6-0 6-4 6-0,5,RR,,,,,,,,,,,,,,,,,,,,1135,3,,
2000-D020,Davis Cup G2 PO: URU vs ESA,Clay,4,D,4/7/2000,2,101976,,,Federico Dondo,R,,URU,28.4,102283,,,Yari Bernardo,R,,ITA,26.3,6-1 6-4 6-0,5,RR,,,,,,,,,,,,,,,,,,,,334,86,,
2000-D020,Davis Cup G2 PO: URU vs ESA,Clay,4,D,4/7/2000,4,101976,,,Federico Dondo,R,,URU,28.4,101825,,,Manuel Tejada,R,,ESA,29.3,6-3 6-2 6-2,5,RR,,,,,,,,,,,,,,,,,,,,334,86,,
2000-D020,Davis Cup G2 PO: URU vs ESA,Clay,4,D,4/7/2000,5,104395,,,Marcel Felder,R,174,URU,15.7,108586,,,Augusto Sanabria,U,,ESA,19.8,6-2 6-1,3,RR,,,,,,,,,,,,,,,,,,,,1312,1,,
2000-D021,Davis Cup G2 PO: CRC vs CUB,Hard,4,D,4/7/2000,1,102320,,,Lazaro Navarro Batles,R,,CUB,26.1,100754,,,Rafael Avalos Brenes,R,,CRC,38.7,6-4 6-4 6-4,5,RR,,,,,,,,,,,,,,,,,,,,,,1166,2
2000-D021,Davis Cup G2 PO: CRC vs CUB,Hard,4,D,4/7/2000,2,102548,,,Juan Antonio Marin,R,175,CRC,25,108587,,,Kerlin Leon Zamora,U,,CUB,19.4,6-2 6-0 6-2,5,RR,,,,,,,,,,,,,,,,,,,,80,523,1312,1
2000-D021,Davis Cup G2 PO: CRC vs CUB,Hard,4,D,4/7/2000,4,102548,,,Juan Antonio Marin,R,175,CRC,25,102320,,,Lazaro Navarro Batles,R,,CUB,26.1,6-4 4-6 6-1 4-6 6-4,5,RR,,,,,,,,,,,,,,,,,,,,80,523,,
2000-D021,Davis Cup G2 PO: CRC vs CUB,Hard,4,D,4/7/2000,5,103905,,,Ricardo Chile Fonte,U,,CUB,18.2,100754,,,Rafael Avalos Brenes,R,,CRC,38.7,6-4 6-0,3,RR,,,,,,,,,,,,,,,,,,,,,,1166,2
2000-D022,Davis Cup G2 SF: TPE vs PAK,Clay,4,D,4/7/2000,1,102277,,,Bing Chao Lin,R,180,TPE,26.4,108588,,,Asim Shafik,U,,PAK,24.2,6-1 6-0 6-0,5,RR,,,,,,,,,,,,,,,,,,,,1010,5,,
2000-D022,Davis Cup G2 SF: TPE vs PAK,Clay,4,D,4/7/2000,2,103529,,,Aisam Ul Haq Qureshi,R,183,PAK,20,102543,,,Chia Yen Tsai,R,,TPE,25,6-4 7-6(2) 7-5,5,RR,,,,,,,,,,,,,,,,,,,,289,103,1312,1
2000-D022,Davis Cup G2 SF: TPE vs PAK,Clay,4,D,4/7/2000,4,102277,,,Bing Chao Lin,R,180,TPE,26.4,103529,,,Aisam Ul Haq Qureshi,R,183,PAK,20,2-6 6-2 6-3 6-3,5,RR,,,,,,,,,,,,,,,,,,,,1010,5,289,103
2000-D022,Davis Cup G2 SF: TPE vs PAK,Clay,4,D,4/7/2000,5,102543,,,Chia Yen Tsai,R,,TPE,25,103499,,,Aqeel Khan,R,,PAK,20.1,6-0 6-3 6-3,5,RR,,,,,,,,,,,,,,,,,,,,1312,1,,
2000-D023,Davis Cup G2 SF: MAS vs INA,Hard,4,D,4/7/2000,1,102843,,,Suwandi Suwandi,R,178,INA,23.6,108589,,,Vasuthevan Ortchuan,U,,MAS,26.9,6-2 6-2 6-3,5,RR,,,,,,,,,,,,,,,,,,,,776,12,,
2000-D023,Davis Cup G2 SF: MAS vs INA,Hard,4,D,4/7/2000,2,103504,,,Febi Widhiyanto,R,,INA,20.1,101662,,,Selvam Veerasingam,R,,MAS,30.4,6-3 6-3 6-2,5,RR,,,,,,,,,,,,,,,,,,,,764,13,,
2000-D023,Davis Cup G2 SF: MAS vs INA,Hard,4,D,4/7/2000,4,103504,,,Febi Widhiyanto,R,,INA,20.1,108590,,,Mohammed Nazreen Fuzi Nasruddin,U,,MAS,18.6,6-0 6-1,3,RR,,,,,,,,,,,,,,,,,,,,764,13,,
2000-D023,Davis Cup G2 SF: MAS vs INA,Hard,4,D,4/7/2000,5,102843,,,Suwandi Suwandi,R,178,INA,23.6,108591,,,Adam Jaya,U,,MAS,15.2,6-1 6-1,3,RR,,,,,,,,,,,,,,,,,,,,776,12,,
2000-D024,Davis Cup G1 PO: CAN vs ARG,Hard,4,D,7/21/2000,1,102110,,,Daniel Nestor,L,190,CAN,27.8,103428,,,Juan Ignacio Chela,R,190,ARG,20.8,6-3 7-6(3) 6-3,5,RR,,,,,,,,,,,,,,,,,,,,203,173,56,716
2000-D024,Davis Cup G1 PO: CAN vs ARG,Hard,4,D,7/21/2000,2,102860,,,Agustin Calleri,R,183,ARG,23.8,102205,,,Sebastien Lareau,R,183,CAN,27.2,6-3 6-2 6-3,5,RR,,,,,,,,,,,,,,,,,,,,84,488,129,308
